id,cuisine
27514,mexican
27178,italian
47880,italian
29197,southern_us
16347,southern_us
20333,mexican
29112,chinese
7510,southern_us
13897,southern_us
35699,mexican
20520,mexican
38920,mexican
21775,thai
37475,chinese
40131,southern_us
1939,mexican
48268,italian
34815,italian
13797,mexican
39063,indian
29064,chinese
26896,italian
29477,italian
3352,southern_us
4966,mexican
7316,italian
23879,mexican
16525,italian
32843,italian
39574,chinese
32737,indian
44788,chinese
28772,italian
34189,mexican
33719,southern_us
25846,indian
1423,indian
4328,indian
579,southern_us
5219,indian
2314,southern_us
31143,italian
13409,thai
3281,italian
15804,thai
40835,southern_us
39262,thai
37013,indian
14807,southern_us
47956,italian
2580,mexican
13720,italian
23008,chinese
5951,thai
39312,mexican
6176,southern_us
17617,mexican
57,mexican
43422,indian
49403,southern_us
44751,southern_us
21865,mexican
26584,italian
39355,southern_us
14038,mexican
45396,southern_us
49715,mexican
41515,thai
30445,mexican
4090,southern_us
17207,thai
40376,southern_us
19398,mexican
22347,italian
49671,mexican
40854,mexican
926,chinese
47919,indian
20571,mexican
18866,southern_us
48742,mexican
14577,italian
29481,italian
40996,indian
34470,italian
31147,mexican
35932,southern_us
27221,italian
48301,italian
29925,chinese
48640,indian
22873,thai
10565,mexican
15509,mexican
37569,chinese
13306,italian
40474,mexican
15182,italian
8609,indian
32168,italian
1125,thai
25244,italian
46889,thai
13841,chinese
47135,thai
29036,indian
43533,indian
41631,italian
22124,southern_us
18836,mexican
35695,southern_us
5141,indian
41894,italian
4972,italian
34195,chinese
14183,southern_us
15188,southern_us
8734,italian
30946,southern_us
5588,southern_us
49554,southern_us
1270,indian
1259,mexican
45986,southern_us
22351,southern_us
300,mexican
9278,southern_us
10021,thai
17014,italian
40855,mexican
18362,chinese
16292,chinese
29924,southern_us
47174,southern_us
4856,italian
15417,italian
19875,southern_us
42228,mexican
36264,italian
14571,italian
23496,chinese
43879,mexican
23431,indian
5499,italian
247,southern_us
48795,thai
47113,italian
489,italian
13036,chinese
4838,indian
40630,chinese
17576,italian
29972,chinese
8123,chinese
35918,mexican
42669,mexican
24632,southern_us
35740,mexican
45670,italian
28041,chinese
46688,chinese
10309,thai
15367,mexican
30562,southern_us
47151,italian
47300,mexican
31200,mexican
5749,southern_us
41807,italian
13990,mexican
23572,mexican
872,southern_us
38085,chinese
5248,chinese
26309,mexican
26880,mexican
41559,mexican
8059,chinese
26041,thai
30019,indian
7207,indian
30309,southern_us
2092,southern_us
8023,indian
4016,southern_us
24631,italian
35068,southern_us
8523,mexican
28463,italian
8629,mexican
43829,southern_us
22129,chinese
34505,indian
38200,chinese
36513,indian
32187,southern_us
7788,southern_us
31130,thai
40483,southern_us
2224,southern_us
14143,southern_us
22889,mexican
17406,indian
10451,indian
19844,indian
23416,southern_us
33874,mexican
39951,mexican
41361,italian
44659,italian
8836,southern_us
21709,indian
22993,mexican
39191,southern_us
17182,mexican
20507,thai
42397,italian
18897,indian
3797,indian
11041,mexican
807,chinese
3514,mexican
12936,chinese
15050,southern_us
43377,chinese
10471,chinese
30721,mexican
14333,indian
6260,southern_us
7712,italian
19048,southern_us
21455,mexican
18575,italian
47647,italian
35947,mexican
14499,italian
43525,southern_us
5723,italian
48497,italian
43822,chinese
525,italian
30594,mexican
47948,southern_us
2099,indian
43863,italian
24711,thai
15230,chinese
21680,indian
36218,mexican
41622,chinese
34809,mexican
5110,italian
27214,italian
34803,southern_us
36822,indian
6912,thai
20373,italian
29157,southern_us
6327,mexican
35502,mexican
8305,italian
35598,indian
48538,indian
49358,indian
44506,mexican
39146,italian
29270,southern_us
20560,southern_us
24169,southern_us
41537,italian
10431,mexican
31517,southern_us
34049,chinese
26964,mexican
49655,italian
9101,southern_us
30377,italian
7046,indian
47969,mexican
18971,southern_us
38891,mexican
29506,chinese
40305,southern_us
21255,chinese
15578,mexican
24894,southern_us
32089,chinese
46097,chinese
40982,italian
12543,chinese
38366,italian
32925,italian
17506,thai
48389,southern_us
41804,chinese
9961,chinese
24939,indian
39599,southern_us
45838,mexican
48875,indian
25531,indian
3009,southern_us
31965,italian
16901,italian
13370,italian
2954,chinese
40353,italian
8207,chinese
10933,indian
38206,southern_us
14110,mexican
19128,italian
32616,indian
27748,mexican
31858,italian
20510,southern_us
17602,mexican
35665,indian
46589,indian
8178,italian
34880,italian
42527,mexican
29682,indian
32166,thai
30343,southern_us
15385,southern_us
18372,chinese
29211,italian
23269,chinese
4561,mexican
27365,mexican
49032,chinese
22064,italian
12060,southern_us
47834,italian
25815,southern_us
34036,mexican
19326,chinese
44078,thai
31090,italian
17485,italian
708,southern_us
5350,southern_us
29754,mexican
18309,italian
46871,italian
27300,southern_us
41890,mexican
49548,southern_us
11392,italian
1354,thai
48819,southern_us
19097,italian
42113,mexican
24060,indian
25849,mexican
4543,italian
25306,southern_us
41966,italian
48719,indian
48191,mexican
8826,southern_us
42703,southern_us
16083,italian
26613,thai
28088,italian
39965,southern_us
36239,italian
4322,indian
9951,italian
3045,southern_us
28585,italian
39841,mexican
25913,mexican
39715,indian
23135,mexican
47022,indian
24160,mexican
18619,italian
12574,chinese
22681,indian
33692,mexican
538,italian
22118,indian
21890,italian
36340,italian
27973,italian
12870,mexican
22564,indian
35063,chinese
7000,southern_us
11318,thai
47001,italian
11395,indian
23507,southern_us
47242,southern_us
48957,italian
17721,italian
25138,southern_us
47438,italian
47162,mexican
42459,southern_us
6486,italian
24116,indian
31596,chinese
38887,chinese
10665,chinese
13712,mexican
2633,southern_us
35784,southern_us
45204,italian
46722,southern_us
34949,southern_us
35321,indian
46430,southern_us
34431,southern_us
30890,italian
42132,chinese
15702,mexican
47719,mexican
45160,italian
20600,italian
10800,mexican
30479,italian
9457,chinese
26571,thai
42942,italian
36635,mexican
43617,thai
16911,mexican
122,mexican
22340,italian
37007,mexican
23595,italian
25233,italian
5503,chinese
47338,mexican
44695,chinese
7141,southern_us
14564,italian
19655,southern_us
35326,chinese
35922,mexican
28171,italian
1322,italian
14923,southern_us
42344,italian
16380,mexican
15233,chinese
8338,chinese
41014,italian
30440,mexican
23043,chinese
20788,mexican
14375,southern_us
1184,chinese
34280,italian
46171,southern_us
31834,chinese
14759,mexican
15855,chinese
6662,italian
15056,italian
34873,chinese
20089,italian
20015,mexican
18402,italian
6418,southern_us
1454,chinese
14070,indian
26424,chinese
27349,indian
26459,chinese
13151,mexican
12264,italian
18366,italian
46851,mexican
18954,italian
39858,mexican
43500,southern_us
21656,mexican
10505,thai
5313,indian
28951,indian
19961,indian
1795,southern_us
9917,southern_us
26180,mexican
9726,italian
47689,italian
7866,mexican
41625,mexican
35160,southern_us
4430,italian
39082,southern_us
46186,chinese
11988,indian
24177,mexican
31849,italian
41194,mexican
36968,mexican
42330,chinese
36791,mexican
19704,italian
4933,indian
4255,thai
37105,italian
35848,mexican
17416,mexican
39066,italian
36270,southern_us
24406,mexican
20517,italian
27630,mexican
19670,southern_us
4685,italian
45260,italian
378,indian
40841,southern_us
27632,indian
12193,chinese
38047,mexican
10170,italian
25043,indian
23851,italian
14743,chinese
13294,italian
26466,chinese
32002,mexican
37526,italian
8888,mexican
38945,chinese
38546,mexican
38869,italian
10556,mexican
3296,southern_us
25977,mexican
32025,mexican
44087,italian
32762,southern_us
824,chinese
44636,mexican
542,mexican
38218,italian
41930,thai
1987,italian
37378,southern_us
8873,italian
1513,chinese
44013,indian
38042,indian
11576,chinese
24510,italian
823,italian
23443,chinese
34870,indian
3846,mexican
14993,italian
16854,mexican
5886,mexican
33793,italian
2999,southern_us
20843,mexican
29153,indian
33790,mexican
16516,chinese
37887,italian
18466,thai
48033,mexican
45404,italian
4175,thai
31986,italian
38555,indian
26832,chinese
19810,mexican
49086,indian
39579,southern_us
25551,southern_us
42549,italian
22052,mexican
45632,italian
4143,mexican
11310,italian
32839,indian
48171,chinese
22896,italian
10878,italian
31643,mexican
47624,chinese
35141,southern_us
13498,southern_us
24566,mexican
16533,italian
15437,mexican
19426,italian
32416,mexican
2427,indian
9178,southern_us
40606,southern_us
28450,indian
7946,italian
21756,italian
17843,southern_us
44066,southern_us
7427,indian
11297,italian
42965,italian
23067,italian
35066,thai
27938,mexican
39075,italian
20200,chinese
19823,southern_us
12336,chinese
34714,mexican
45388,italian
25639,italian
33985,southern_us
25524,chinese
19641,chinese
11106,chinese
22165,italian
35412,italian
23475,indian
1570,italian
12815,italian
37253,italian
16900,italian
7701,southern_us
49391,mexican
1132,southern_us
13051,mexican
2284,indian
21410,southern_us
25604,italian
45746,thai
35911,southern_us
26608,indian
16991,italian
40657,mexican
47960,southern_us
38408,southern_us
1295,thai
40139,italian
38538,southern_us
26420,mexican
10326,chinese
5181,italian
18210,thai
3241,southern_us
27062,italian
41527,indian
45484,mexican
38755,chinese
47246,italian
164,italian
723,italian
299,chinese
1519,mexican
34077,chinese
45254,indian
34760,italian
11154,mexican
26274,italian
15081,italian
45100,mexican
1417,italian
32083,chinese
29971,italian
17679,chinese
36539,italian
34975,mexican
4633,italian
10321,mexican
35565,mexican
26919,chinese
9549,italian
31863,italian
22053,mexican
19443,italian
18540,italian
23354,indian
13859,mexican
23904,thai
6675,italian
18595,southern_us
12967,indian
17283,italian
23211,mexican
14358,mexican
31398,italian
42650,italian
25258,chinese
18457,thai
11810,italian
9499,italian
11943,indian
6810,mexican
34323,southern_us
23296,chinese
45927,mexican
45196,italian
19917,chinese
20210,italian
41629,chinese
39907,italian
4956,mexican
37058,italian
20859,thai
3315,italian
4401,thai
21361,italian
44164,southern_us
26391,italian
47771,italian
44140,italian
43739,indian
12481,mexican
12292,thai
15965,indian
23409,chinese
39005,indian
2774,italian
14529,chinese
16926,italian
26890,southern_us
9663,southern_us
43052,thai
24193,southern_us
5476,italian
10048,italian
1981,southern_us
12194,chinese
22202,southern_us
7626,chinese
37365,mexican
44144,indian
37723,southern_us
47194,mexican
30827,indian
33108,chinese
2075,southern_us
6326,italian
11083,mexican
30311,chinese
45371,mexican
18232,italian
9768,chinese
6648,italian
35650,chinese
23013,italian
6669,thai
42670,mexican
18155,italian
44622,thai
28426,mexican
23743,mexican
14176,chinese
9576,italian
36577,italian
16671,italian
22964,thai
16424,southern_us
47225,indian
17565,italian
36401,chinese
30314,italian
32982,chinese
21866,southern_us
1475,southern_us
13053,italian
33983,southern_us
24051,italian
22800,italian
16561,chinese
2740,southern_us
219,mexican
48737,italian
2164,italian
13579,italian
71,indian
12420,mexican
35209,mexican
11472,indian
43172,chinese
24927,southern_us
37102,southern_us
10743,italian
27874,chinese
9565,italian
21419,italian
767,chinese
28308,italian
37605,italian
9558,italian
31527,southern_us
2419,chinese
7541,chinese
11400,mexican
23487,italian
8087,southern_us
21906,southern_us
48830,mexican
37328,southern_us
45490,mexican
9710,italian
16153,mexican
39537,mexican
13923,southern_us
8120,southern_us
12923,southern_us
1556,thai
6871,italian
34201,southern_us
36146,french
33170,southern_us
20082,italian
26517,southern_us
15214,italian
34092,mexican
40902,southern_us
44452,italian
2083,indian
44897,mexican
17850,indian
26693,mexican
19618,indian
35589,thai
46084,southern_us
17256,mexican
47570,mexican
32796,mexican
27047,italian
39487,mexican
130,thai
17627,italian
29072,southern_us
1108,italian
22666,southern_us
41630,southern_us
27289,italian
42299,mexican
36078,italian
7098,southern_us
46999,mexican
28791,indian
39576,mexican
2447,italian
22449,mexican
23828,chinese
5660,mexican
47460,mexican
17912,mexican
12288,italian
44037,southern_us
20875,mexican
6500,indian
13813,mexican
4907,thai
38186,italian
9816,mexican
8170,italian
21681,italian
42384,mexican
35366,southern_us
34244,chinese
35421,indian
33457,mexican
28026,chinese
38122,italian
21362,southern_us
42253,southern_us
21994,italian
34457,indian
40229,mexican
10181,italian
38257,italian
40992,italian
15617,italian
34754,thai
45459,italian
31295,mexican
44977,southern_us
18322,indian
23257,mexican
10084,italian
16445,indian
10594,chinese
26828,italian
47643,chinese
49680,chinese
27446,italian
8731,mexican
37341,mexican
42241,thai
13669,southern_us
21403,mexican
688,mexican
23894,mexican
35753,southern_us
44692,italian
235,mexican
20982,mexican
10166,mexican
2187,italian
5022,mexican
49037,italian
44478,southern_us
8912,mexican
8919,italian
23856,mexican
14647,italian
48870,chinese
14377,mexican
18548,italian
39591,southern_us
46746,italian
31926,italian
10159,mexican
11342,chinese
32421,chinese
19969,italian
3029,indian
39565,italian
7426,mexican
20624,italian
4385,southern_us
18761,italian
46710,indian
46241,chinese
14208,indian
29323,southern_us
40663,southern_us
32391,mexican
9506,italian
35402,italian
48796,italian
4657,indian
2404,italian
36923,chinese
41762,italian
19344,chinese
19876,italian
39452,southern_us
19209,indian
35461,thai
5784,italian
40345,southern_us
24765,italian
25563,southern_us
40680,mexican
36932,mexican
28106,mexican
12717,mexican
40100,italian
6960,southern_us
20724,chinese
24433,italian
32118,mexican
22353,italian
23040,mexican
46246,italian
36642,southern_us
21579,italian
24073,southern_us
16775,thai
24732,southern_us
24221,italian
33300,italian
34971,indian
19777,italian
24337,italian
24709,thai
28557,italian
8963,italian
31515,mexican
22575,chinese
11011,italian
42030,italian
48012,chinese
13623,thai
49552,mexican
5702,indian
3847,italian
34221,italian
4312,southern_us
35834,mexican
11849,southern_us
38290,indian
3064,mexican
30099,italian
37354,italian
27877,italian
45642,mexican
10629,mexican
17557,mexican
3725,mexican
49507,italian
5560,mexican
42239,indian
29559,chinese
46028,southern_us
26523,mexican
28313,mexican
32502,thai
43610,thai
35563,italian
22160,italian
11258,chinese
36220,thai
15974,mexican
30449,chinese
29676,indian
29951,chinese
2268,italian
36813,italian
28096,mexican
40471,italian
6545,southern_us
33598,italian
22338,mexican
41918,thai
2133,mexican
42259,italian
11056,mexican
7034,italian
17040,southern_us
35238,southern_us
46155,mexican
23356,italian
3909,indian
22107,mexican
1656,southern_us
9302,southern_us
19473,mexican
13566,southern_us
23424,italian
4139,italian
15970,southern_us
47732,southern_us
37251,southern_us
44870,chinese
9773,italian
2131,italian
6381,italian
9613,italian
47364,indian
34376,italian
26408,indian
4763,italian
18982,mexican
2766,southern_us
19247,chinese
13462,southern_us
19678,southern_us
22814,italian
18582,southern_us
3124,chinese
19347,italian
8812,italian
22037,southern_us
15423,southern_us
35960,southern_us
49336,mexican
1255,mexican
17646,italian
20631,italian
19492,mexican
22895,southern_us
18607,italian
34569,indian
48356,mexican
12252,southern_us
21071,italian
22458,southern_us
19585,southern_us
15597,southern_us
15038,southern_us
20028,mexican
29764,mexican
17206,southern_us
40901,mexican
37954,chinese
16933,thai
42657,italian
21846,chinese
33834,mexican
25873,italian
5938,mexican
34762,italian
39835,southern_us
5805,thai
13914,chinese
45924,mexican
41460,italian
37287,italian
25059,italian
34872,mexican
7524,chinese
10427,chinese
8014,mexican
14740,southern_us
24329,southern_us
38514,thai
12665,chinese
24655,italian
7078,indian
15995,southern_us
15861,southern_us
30662,italian
17836,italian
2078,southern_us
3600,southern_us
46302,indian
28375,southern_us
34839,italian
18345,italian
23205,french
34763,italian
26692,southern_us
10317,thai
11767,mexican
36881,italian
33468,chinese
20669,mexican
18159,indian
22891,italian
39588,italian
35941,southern_us
15981,mexican
26013,chinese
5076,chinese
1573,italian
39380,southern_us
13845,southern_us
35146,southern_us
32924,southern_us
9567,italian
35203,mexican
39666,italian
17786,indian
21936,mexican
8668,southern_us
41339,italian
32268,italian
29706,mexican
42032,mexican
8105,southern_us
11218,southern_us
7159,italian
47817,southern_us
1572,southern_us
38720,southern_us
14780,mexican
31839,italian
6501,italian
39533,southern_us
22820,mexican
9619,southern_us
14025,italian
19697,italian
5370,southern_us
32639,chinese
15249,southern_us
47776,italian
48134,thai
24141,southern_us
4117,chinese
20578,french
47585,mexican
20326,thai
43932,mexican
29704,chinese
12447,chinese
38117,mexican
2684,mexican
25371,italian
25518,indian
27083,italian
16073,thai
45667,southern_us
44188,italian
44888,mexican
41594,italian
1061,chinese
6536,italian
31586,southern_us
9792,italian
40395,mexican
24861,italian
32253,indian
31082,italian
19298,chinese
6600,southern_us
46939,italian
6092,southern_us
36600,italian
45979,italian
46910,italian
14174,southern_us
10609,mexican
28647,italian
19066,indian
16803,mexican
49114,italian
14664,italian
39670,southern_us
4583,chinese
31121,southern_us
12589,chinese
22551,southern_us
11817,italian
22003,indian
42091,mexican
45966,chinese
6811,southern_us
2711,italian
44757,chinese
5349,mexican
30294,chinese
48944,indian
44048,italian
411,chinese
44998,chinese
18078,thai
48533,italian
16485,chinese
32939,southern_us
11808,southern_us
23059,chinese
16466,southern_us
7315,southern_us
13178,thai
2751,indian
41395,mexican
20534,southern_us
12111,southern_us
38708,italian
37481,indian
28048,chinese
13123,mexican
2174,chinese
17190,mexican
25756,mexican
38180,italian
26892,southern_us
23757,southern_us
8553,italian
36272,thai
35224,indian
5203,southern_us
23565,southern_us
31420,indian
43491,indian
38773,southern_us
15223,indian
17763,southern_us
24528,italian
21704,southern_us
45329,mexican
48876,southern_us
3741,mexican
47710,southern_us
9182,italian
13782,italian
3369,chinese
11985,southern_us
39817,chinese
26869,italian
37461,indian
24217,italian
2474,mexican
45929,italian
12768,southern_us
924,mexican
13258,southern_us
7955,mexican
37056,southern_us
17934,mexican
5843,chinese
46881,italian
4049,mexican
24173,southern_us
4683,italian
32612,southern_us
11314,mexican
13550,mexican
2483,indian
9573,italian
34113,chinese
37865,chinese
36951,italian
4703,italian
10734,indian
40444,southern_us
44334,southern_us
35991,italian
34020,southern_us
3743,chinese
18305,chinese
7877,italian
10606,chinese
30584,mexican
9266,indian
35196,mexican
41070,mexican
25930,thai
48564,mexican
14213,thai
6618,italian
18479,southern_us
10279,italian
30750,mexican
45701,italian
22947,indian
6467,italian
16365,thai
7184,mexican
23270,mexican
41805,southern_us
7537,indian
18616,indian
42857,indian
37906,southern_us
16846,italian
573,mexican
26657,italian
12408,southern_us
38232,italian
33447,southern_us
40227,indian
35760,italian
1385,southern_us
47866,italian
30871,italian
22604,chinese
39397,italian
38782,indian
45343,italian
26112,indian
10209,mexican
31702,indian
37943,chinese
23471,southern_us
3529,thai
46794,italian
16626,mexican
32361,chinese
20932,italian
11183,indian
33661,italian
12681,mexican
2450,mexican
23979,italian
18465,italian
28234,italian
47449,mexican
33869,indian
4924,italian
18862,thai
30556,mexican
35762,southern_us
7396,mexican
21232,indian
18299,indian
35468,southern_us
42838,italian
33972,southern_us
46021,southern_us
1627,italian
28873,italian
38927,mexican
25262,chinese
19152,southern_us
11061,southern_us
27000,southern_us
37396,chinese
47358,mexican
47825,italian
24681,southern_us
37706,southern_us
44056,southern_us
38298,italian
30788,french
36144,mexican
21792,mexican
31745,mexican
15104,italian
30589,thai
14235,indian
2608,mexican
34828,southern_us
3282,italian
4336,southern_us
25666,southern_us
17831,mexican
17008,italian
35845,mexican
19494,italian
30797,mexican
33763,mexican
19950,southern_us
23089,southern_us
32074,thai
49640,southern_us
8403,indian
15879,italian
7949,thai
31483,thai
32928,chinese
27647,southern_us
34616,chinese
21113,southern_us
41599,mexican
23924,chinese
36335,italian
36194,mexican
10980,mexican
45999,southern_us
3943,southern_us
188,southern_us
5799,mexican
20964,southern_us
2716,chinese
5464,italian
17640,italian
39437,mexican
14835,indian
3094,mexican
14826,italian
30173,italian
37811,italian
22363,indian
6369,southern_us
26850,mexican
48887,italian
44405,mexican
21477,mexican
32697,indian
38843,mexican
20076,italian
26429,mexican
35648,thai
41794,mexican
22100,mexican
30216,mexican
17656,indian
17317,mexican
4928,italian
43965,italian
6404,southern_us
12274,italian
6651,italian
40406,italian
40933,southern_us
23419,mexican
37867,italian
28834,italian
23912,southern_us
4791,mexican
36354,chinese
32298,italian
44577,chinese
48859,chinese
32485,mexican
8394,italian
7708,italian
38385,chinese
22622,chinese
29716,thai
44462,italian
9422,mexican
22499,mexican
36,mexican
434,italian
5479,mexican
42420,southern_us
47346,chinese
44568,mexican
38650,italian
19191,mexican
22848,southern_us
17886,mexican
6036,southern_us
38608,southern_us
12890,indian
15709,southern_us
13125,southern_us
48454,italian
36627,southern_us
47884,mexican
28,southern_us
45365,italian
40795,thai
17651,chinese
1530,italian
17604,indian
4700,mexican
24972,italian
23525,mexican
7092,italian
43757,italian
4808,mexican
7249,southern_us
27589,chinese
47523,southern_us
44244,southern_us
10383,indian
37285,mexican
21332,chinese
7311,italian
28052,chinese
31653,italian
1740,italian
5484,french
41406,southern_us
41907,chinese
46515,italian
38392,italian
15925,italian
5094,mexican
31816,southern_us
35713,southern_us
31296,chinese
41640,italian
22419,italian
47874,mexican
6570,italian
6936,mexican
34063,southern_us
34141,italian
44572,southern_us
28425,italian
38481,mexican
18955,italian
46466,mexican
5692,southern_us
39836,mexican
33718,mexican
36250,italian
286,mexican
29766,italian
20541,southern_us
31173,southern_us
46440,mexican
23905,chinese
37232,southern_us
8517,italian
21249,southern_us
32700,southern_us
22845,mexican
45461,italian
1307,southern_us
30010,mexican
21646,mexican
28148,mexican
26450,mexican
16602,mexican
9928,southern_us
27063,italian
22273,italian
12744,indian
28272,southern_us
30350,mexican
23362,italian
13645,italian
16942,chinese
34970,southern_us
27829,southern_us
38058,italian
13256,thai
31859,italian
43027,southern_us
22235,chinese
2933,southern_us
45981,mexican
11460,italian
33770,southern_us
24399,italian
8006,southern_us
48885,indian
42585,mexican
40160,southern_us
45541,italian
22410,mexican
26226,thai
4591,chinese
5457,mexican
39085,italian
24040,mexican
6576,chinese
34310,chinese
27350,mexican
9968,thai
2464,italian
27952,indian
43388,mexican
33143,mexican
28083,thai
15927,mexican
10255,italian
8011,southern_us
5195,chinese
36015,italian
40910,italian
11309,southern_us
47556,mexican
27958,indian
27198,mexican
643,italian
40853,indian
15815,chinese
2063,italian
19827,southern_us
33443,mexican
44632,chinese
26773,chinese
3203,indian
32873,southern_us
24806,italian
45942,southern_us
1324,southern_us
32526,chinese
48093,italian
48942,italian
8845,italian
11546,italian
44358,mexican
3209,indian
10553,mexican
44430,italian
44712,italian
16351,indian
44644,italian
31670,southern_us
49147,italian
19750,southern_us
48121,indian
22722,mexican
9910,italian
14236,italian
48341,thai
23190,thai
20362,italian
44794,southern_us
39419,italian
13526,southern_us
42270,southern_us
37208,mexican
33824,italian
29953,italian
16387,chinese
37672,italian
1868,italian
24984,chinese
47128,italian
44303,southern_us
20318,indian
7513,italian
13261,italian
19259,southern_us
31103,southern_us
24037,italian
29984,southern_us
28159,italian
5318,indian
23962,mexican
2084,italian
41793,mexican
18960,italian
17025,southern_us
15510,southern_us
36832,thai
20643,italian
4154,mexican
10510,chinese
45117,mexican
43403,italian
42471,thai
6942,italian
33309,southern_us
6689,southern_us
48687,italian
9880,italian
25590,southern_us
21842,italian
27151,indian
565,italian
21740,mexican
42399,mexican
35928,mexican
47060,southern_us
43147,indian
16625,italian
16769,french
12515,southern_us
14731,southern_us
11658,italian
49467,indian
19749,italian
39723,indian
5722,italian
31967,chinese
39857,southern_us
16534,italian
27334,italian
32215,chinese
34903,italian
24990,southern_us
31307,italian
38874,mexican
24130,italian
27816,chinese
939,italian
38293,southern_us
7889,italian
22114,southern_us
24614,southern_us
48827,thai
3387,southern_us
41676,southern_us
3152,italian
38805,mexican
27078,chinese
34940,italian
16855,indian
41891,mexican
36715,indian
49455,mexican
26522,italian
28420,italian
329,italian
18986,mexican
31705,mexican
7402,italian
10212,chinese
10640,chinese
38014,indian
5172,italian
26986,mexican
5088,thai
24522,italian
1900,mexican
4801,chinese
27932,chinese
30941,italian
42354,mexican
48854,indian
39058,italian
34294,southern_us
46593,southern_us
22582,mexican
36937,thai
34596,italian
42570,southern_us
10147,mexican
44796,thai
46819,mexican
30905,mexican
34980,italian
49265,italian
37563,southern_us
25673,chinese
14267,southern_us
32410,mexican
26392,thai
27384,italian
43045,indian
22576,mexican
11597,italian
22656,southern_us
47811,southern_us
7925,italian
14860,southern_us
27525,chinese
7798,italian
10848,italian
19062,southern_us
32224,chinese
11529,mexican
12155,italian
30628,southern_us
21909,chinese
14291,mexican
3323,southern_us
6502,southern_us
